Entity,Code,Year,Primary energy consumption per capita (kWh/person)
Sweden,SWE,1966,53684.027
Sweden,SWE,1967,54563.34
Sweden,SWE,1968,57930.145
Sweden,SWE,1969,57521.008
Sweden,SWE,1970,60492.574
Sweden,SWE,1971,61165.125
Sweden,SWE,1972,62816.28
Sweden,SWE,1973,66342.695
Sweden,SWE,1974,61214.39
Sweden,SWE,1975,64628.273
Sweden,SWE,1976,68440.61
Sweden,SWE,1977,67303.62
Sweden,SWE,1978,78039.96
Sweden,SWE,1979,82123.555
Sweden,SWE,1980,77135.09
Sweden,SWE,1981,76448.516
Sweden,SWE,1982,72658.68
Sweden,SWE,1983,72201.234
Sweden,SWE,1984,76371.26
Sweden,SWE,1985,82826.97
Sweden,SWE,1986,85655.28
Sweden,SWE,1987,83579.48
Sweden,SWE,1988,81306.31
Sweden,SWE,1989,78987.44
Sweden,SWE,1990,75270.34
Sweden,SWE,1991,74519.98
Sweden,SWE,1992,75337.34
Sweden,SWE,1993,74231.83
Sweden,SWE,1994,74005.15
Sweden,SWE,1995,75529.91
Sweden,SWE,1996,73551.98
Sweden,SWE,1997,76127.05
Sweden,SWE,1998,79713.69
Sweden,SWE,1999,77901.97
Sweden,SWE,2000,73464.34
Sweden,SWE,2001,78209.86
Sweden,SWE,2002,72769.65
Sweden,SWE,2003,68007.12
Sweden,SWE,2004,73894.945
Sweden,SWE,2005,74532.34
Sweden,SWE,2006,69394.23
Sweden,SWE,2007,70079.53
Sweden,SWE,2008,69259.43
Sweden,SWE,2009,62353.945
Sweden,SWE,2010,66295.58
Sweden,SWE,2011,64768.62
Sweden,SWE,2012,67781.51
Sweden,SWE,2013,62865.043
Sweden,SWE,2014,61958.484
Sweden,SWE,2015,63479.047
Sweden,SWE,2016,61411.2
Sweden,SWE,2017,62771.066
Sweden,SWE,2018,59869.38
Sweden,SWE,2019,60882.55
Sweden,SWE,2020,57977.38
Sweden,SWE,2021,60836.348
Sweden,SWE,2022,59279.207
Sweden,SWE,2023,56802.957
Sweden,SWE,2024,57509.574
Switzerland,CHE,1965,31157.002
Switzerland,CHE,1966,33137.074
Switzerland,CHE,1967,34955.44
Switzerland,CHE,1968,36255.668
Switzerland,CHE,1969,37085.28
Switzerland,CHE,1970,40295.88
Switzerland,CHE,1971,41017.473
Switzerland,CHE,1972,40098.703
Switzerland,CHE,1973,44019.824
Switzerland,CHE,1974,41856.484
Switzerland,CHE,1975,43470.125
Switzerland,CHE,1976,41750.855
Switzerland,CHE,1977,46549.434
Switzerland,CHE,1978,45843.28
Switzerland,CHE,1979,45592.14
Switzerland,CHE,1980,48612.96
Switzerland,CHE,1981,48302.277
Switzerland,CHE,1982,47051.188
Switzerland,CHE,1983,48720.996
Switzerland,CHE,1984,47036.082
Switzerland,CHE,1985,50035.336
Switzerland,CHE,1986,52248.51
Switzerland,CHE,1987,51615.18
Switzerland,CHE,1988,51627.258
Switzerland,CHE,1989,47859.973
Switzerland,CHE,1990,49399.234
Switzerland,CHE,1991,50106.68
Switzerland,CHE,1992,50334.934
Switzerland,CHE,1993,49793.703
Switzerland,CHE,1994,51901.15
Switzerland,CHE,1995,48859.637
Switzerland,CHE,1996,46987.613
Switzerland,CHE,1997,50121.055
Switzerland,CHE,1998,50254.688
Switzerland,CHE,1999,52270.39
Switzerland,CHE,2000,50714.938
Switzerland,CHE,2001,53847.977
Switzerland,CHE,2002,49767.43
Switzerland,CHE,2003,48866.387
Switzerland,CHE,2004,48367.953
Switzerland,CHE,2005,45854.402
Switzerland,CHE,2006,46813.234
Switzerland,CHE,2007,47034.438
Switzerland,CHE,2008,47442.336
Switzerland,CHE,2009,45880.383
Switzerland,CHE,2010,45935.188
Switzerland,CHE,2011,42318.344
Switzerland,CHE,2012,44264.0
Switzerland,CHE,2013,44387.24
Switzerland,CHE,2014,42054.887
Switzerland,CHE,2015,40599.23
Switzerland,CHE,2016,37761.055
Switzerland,CHE,2017,37498.082
Switzerland,CHE,2018,37746.01
Switzerland,CHE,2019,39166.934
Switzerland,CHE,2020,35831.17
Switzerland,CHE,2021,33316.562
Switzerland,CHE,2022,33835.207
Switzerland,CHE,2023,35766.453
Switzerland,CHE,2024,38025.83
Turkey,TUR,1965,2826.7966
Turkey,TUR,1966,3162.2532
Turkey,TUR,1967,3187.732
Turkey,TUR,1968,3620.2905
Turkey,TUR,1969,3856.816
Turkey,TUR,1970,4003.5212
Turkey,TUR,1971,4328.0806
Turkey,TUR,1972,4720.9185
Turkey,TUR,1973,5227.6943
Turkey,TUR,1974,5214.504
Turkey,TUR,1975,5692.283
Turkey,TUR,1976,6281.503
Turkey,TUR,1977,6735.1284
Turkey,TUR,1978,6988.749
Turkey,TUR,1979,6453.811
Turkey,TUR,1980,6573.5635
Turkey,TUR,1981,6502.196
Turkey,TUR,1982,6945.618
Turkey,TUR,1983,7011.983
Turkey,TUR,1984,7215.545
Turkey,TUR,1985,7617.1733
Turkey,TUR,1986,8125.164
Turkey,TUR,1987,9075.704
Turkey,TUR,1988,9782.754
Turkey,TUR,1989,9415.124
Turkey,TUR,1990,10020.523
Turkey,TUR,1991,10053.146
Turkey,TUR,1992,10394.637
Turkey,TUR,1993,11105.725
Turkey,TUR,1994,10569.057
Turkey,TUR,1995,11636.42
Turkey,TUR,1996,12504.012
Turkey,TUR,1997,12891.698
Turkey,TUR,1998,13033.552
Turkey,TUR,1999,12523.523
Turkey,TUR,2000,13198.735
Turkey,TUR,2001,11841.918
Turkey,TUR,2002,12814.346
Turkey,TUR,2003,13406.965
Turkey,TUR,2004,14197.467
Turkey,TUR,2005,14367.83
Turkey,TUR,2006,15776.228
Turkey,TUR,2007,16589.54
Turkey,TUR,2008,16442.74
Turkey,TUR,2009,16459.547
Turkey,TUR,2010,17085.506
Turkey,TUR,2011,18015.533
Turkey,TUR,2012,18897.527
Turkey,TUR,2013,18483.398
Turkey,TUR,2014,18636.94
Turkey,TUR,2015,19859.234
Turkey,TUR,2016,20443.309
Turkey,TUR,2017,21512.55
Turkey,TUR,2018,21179.322
Turkey,TUR,2019,21663.299
Turkey,TUR,2020,21161.5
Turkey,TUR,2021,22505.564
Turkey,TUR,2022,22617.557
Turkey,TUR,2023,22476.043
Turkey,TUR,2024,23927.826
Ukraine,UKR,1985,54406.703
Ukraine,UKR,1986,54423.527
Ukraine,UKR,1987,55371.176
Ukraine,UKR,1988,55202.676
Ukraine,UKR,1989,52622.72
Ukraine,UKR,1990,61372.645
Ukraine,UKR,1991,57399.133
Ukraine,UKR,1992,48363.44
Ukraine,UKR,1993,42373.89
Ukraine,UKR,1994,36405.477
Ukraine,UKR,1995,35802.496
Ukraine,UKR,1996,33656.12
Ukraine,UKR,1997,32742.49
Ukraine,UKR,1998,31851.186
Ukraine,UKR,1999,31626.572
Ukraine,UKR,2000,31992.809
Ukraine,UKR,2001,31826.52
Ukraine,UKR,2002,31908.885
Ukraine,UKR,2003,32948.844
Ukraine,UKR,2004,33053.113
Ukraine,UKR,2005,33739.07
Ukraine,UKR,2006,34358.633
Ukraine,UKR,2007,34377.082
Ukraine,UKR,2008,33363.53
Ukraine,UKR,2009,28538.205
Ukraine,UKR,2010,30715.402
Ukraine,UKR,2011,31846.53
Ukraine,UKR,2012,31226.742
Ukraine,UKR,2013,29691.408
Ukraine,UKR,2014,26284.715
Ukraine,UKR,2015,21915.693
Ukraine,UKR,2016,23017.719
Ukraine,UKR,2017,21466.02
Ukraine,UKR,2018,22384.719
Ukraine,UKR,2019,21301.547
Ukraine,UKR,2020,20556.209
Ukraine,UKR,2021,21105.271
Ukraine,UKR,2022,15074.283
Ukraine,UKR,2023,15586.6875
Ukraine,UKR,2024,15875.597
United Kingdom,GBR,1965,42609.754
United Kingdom,GBR,1966,42568.684
United Kingdom,GBR,1967,42351.45
United Kingdom,GBR,1968,43653.074
United Kingdom,GBR,1969,45057.72
United Kingdom,GBR,1970,45829.477
United Kingdom,GBR,1971,44799.3
United Kingdom,GBR,1972,45305.508
United Kingdom,GBR,1973,47466.47
United Kingdom,GBR,1974,45054.68
United Kingdom,GBR,1975,42480.316
United Kingdom,GBR,1976,43368.484
United Kingdom,GBR,1977,44199.586
United Kingdom,GBR,1978,44453.375
United Kingdom,GBR,1979,46497.625
United Kingdom,GBR,1980,42306.977
United Kingdom,GBR,1981,41119.06
United Kingdom,GBR,1982,40594.37
United Kingdom,GBR,1983,40730.074
United Kingdom,GBR,1984,40626.453
United Kingdom,GBR,1985,42234.19
United Kingdom,GBR,1986,43294.66
United Kingdom,GBR,1987,43120.188
United Kingdom,GBR,1988,43588.254
United Kingdom,GBR,1989,43522.2
United Kingdom,GBR,1990,43724.71
United Kingdom,GBR,1991,44500.176
United Kingdom,GBR,1992,44098.4
United Kingdom,GBR,1993,44498.426
United Kingdom,GBR,1994,43856.598
United Kingdom,GBR,1995,43892.383
United Kingdom,GBR,1996,45906.703
United Kingdom,GBR,1997,44997.94
United Kingdom,GBR,1998,45228.754
United Kingdom,GBR,1999,44855.188
United Kingdom,GBR,2000,45110.676
United Kingdom,GBR,2001,45402.137
United Kingdom,GBR,2002,44185.527
United Kingdom,GBR,2003,44612.457
United Kingdom,GBR,2004,44717.523
United Kingdom,GBR,2005,44766.613
United Kingdom,GBR,2006,43870.426
United Kingdom,GBR,2007,42319.914
United Kingdom,GBR,2008,41253.062
United Kingdom,GBR,2009,38761.125
United Kingdom,GBR,2010,39283.996
United Kingdom,GBR,2011,36722.008
United Kingdom,GBR,2012,37134.582
United Kingdom,GBR,2013,37094.207
United Kingdom,GBR,2014,34774.93
United Kingdom,GBR,2015,34863.777
United Kingdom,GBR,2016,34099.367
United Kingdom,GBR,2017,33924.51
United Kingdom,GBR,2018,33653.05
United Kingdom,GBR,2019,32676.998
United Kingdom,GBR,2020,29440.059
United Kingdom,GBR,2021,29422.24
United Kingdom,GBR,2022,29480.258
United Kingdom,GBR,2023,28094.684
United Kingdom,GBR,2024,28015.771
